Hs,Hmax,Tz,Tp,Peak Direction,SST,SST_Range
1.067,1.8,5.669,7.02,74,27.3,3
1.129,1.74,5.915,7.527,78,27.5,3
1.113,1.84,5.735,7.265,80,27.7,3
1.07,1.85,5.575,6.978,74,27.75,3
1.12,1.81,5.75,7.006,87,27.85,3
1.093,2.21,5.492,9.417,78,27.7,3
1.203,2.13,6.188,7.291,81,27.65,3
1.056,1.71,6.028,7.496,84,27.65,3
1.044,1.81,5.683,6.83,84,27.7,3
1.094,1.76,5.955,8.88,77,27.65,3
1.123,1.74,5.988,8.571,81,27.6,3
1.15,2.22,5.859,8.099,80,27.45,3
1.13,2.3,5.916,7.39,75,27.45,3
1.103,1.59,5.928,8.241,74,27.35,3
1.11,1.59,6.061,7.07,87,27.3,3
1.084,1.87,5.873,7.833,63,27.2,3
1.073,1.75,5.487,7.67,73,27.15,3
1.109,2.04,6.069,8.81,71,27.1,3
1.181,1.81,6.003,7.536,80,27.1,3
1.144,1.89,6.163,7.386,81,27,3
1.172,1.94,5.903,6.995,70,27,3
1.164,1.88,5.937,8.487,77,27,3
1.119,2.09,5.958,8.095,78,26.95,3
1.278,2.11,6.099,8.255,73,26.95,3
1.232,1.87,6.312,7.57,84,26.9,3
1.248,2.5,5.904,7.638,77,26.85,3
1.22,2.09,5.748,8.048,73,26.8,3
1.243,2.51,6.103,8.551,70,26.8,3
1.262,2.25,6.026,7.701,77,26.75,3
1.418,2.42,6.222,7.816,80,26.75,3
1.348,3.08,6.027,7.294,77,26.7,3
1.345,2.81,5.964,8.193,84,26.7,3
1.32,2.32,5.907,7.288,78,26.65,3
1.276,2.12,5.64,7.834,83,26.65,3
1.262,2.34,5.792,7.652,80,26.6,3
1.264,1.993,5.934,8.121,90,26.6,3
1.185,1.95,5.913,7.257,90,26.6,3
1.228,1.95,5.847,7.845,75,26.55,3
1.215,1.75,5.87,9.169,83,26.55,3
1.282,1.92,5.778,8.235,92,26.55,3
1.18,1.88,5.459,9.358,84,26.6,3
1.182,1.92,5.563,6.784,78,26.6,3
1.176,1.84,5.698,9.308,85,26.65,3
1.259,2.15,5.733,7.958,84,26.65,3
1.151,1.91,5.407,6.908,84,26.75,3
-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,1
1.287,2.306,5.747,8.875,78,26.9,3
1.215,2.12,5.735,7.583,81,27.15,3
1.232,2.04,5.621,7.242,78,27.3,3
1.101,1.8,5.549,8.225,75,27.3,3
1.202,2.57,5.771,8.134,85,27.4,3
1.228,2.13,5.65,8.155,75,27.5,3
1.172,2.18,5.996,7.56,74,27.55,3
1.236,2.03,6.011,7.72,77,27.5,3
1.154,2.1,5.666,8.374,71,27.55,3
1.223,2.12,5.452,7.276,91,27.5,3
1.212,2.15,5.658,7.328,73,27.5,3
1.186,1.92,5.672,8.249,85,27.5,3
1.237,1.98,5.673,8.141,78,27.45,3
1.248,2.41,5.555,7.634,75,27.4,3
1.258,2.44,5.505,7.907,74,27.4,3
1.216,2.03,5.2,8.427,68,27.4,3
1.246,2.12,5.335,8.902,77,27.45,3
1.355,2.09,5.604,8.567,78,27.25,3
1.425,2.02,5.428,8.539,80,27.2,3
1.333,2.17,5.312,7.554,78,27.1,3
1.481,2.17,5.328,8.891,80,27.1,3
1.448,2.42,5.138,7.815,75,27.05,3
1.489,2.21,5.155,8.589,74,27.05,3
1.526,2.49,5.218,8.846,78,27.05,3
1.496,2.49,4.982,4.936,88,27.1,3
1.612,2.55,5.549,8.598,88,27.1,3
1.6,2.735,5.312,5.666,84,27.1,3
1.65,3.35,4.963,5.298,83,27.05,3
1.619,2.79,5.257,8.443,105,27,3
1.684,2.75,5.227,8.168,80,27.15,3
1.589,2.57,5.219,7.016,85,27.25,3
1.634,2.71,5.157,8.462,88,27.4,3
1.67,2.76,5.255,5.794,84,27.45,3
1.643,2.76,5.368,7.242,70,27.45,3
1.809,3.01,5.154,6.008,81,27.35,3
1.879,2.74,5.491,6.171,101,27.25,3
1.849,3.19,5.467,6.767,104,27.15,3
1.888,3.79,5.281,6.736,91,27.1,3
2.004,3.531,5.477,5.957,101,27.05,3
1.991,3.01,5.324,7.754,92,26.95,3
2.055,3.746,5.537,6.731,94,26.95,3
2.14,3.49,5.558,7.011,91,26.9,3
2.062,3.96,5.791,6.964,94,26.95,3
2.028,3.1,5.767,7.055,97,26.9,3
1.977,3.31,5.328,7.319,85,26.85,3
2.129,4.02,5.405,6.348,97,26.85,3
2.216,3.7,5.895,8.159,83,26.85,3
2.348,3.53,6.064,7.632,84,26.85,3
2.22,3.848,5.902,7.043,87,26.85,3
2.212,3.47,5.614,7.072,94,26.85,3
2.256,4.38,5.829,7.514,91,26.9,3
2.175,4.031,5.635,7.741,90,26.95,3
2.352,4.16,5.817,7.334,94,27,3
2.195,4.14,5.632,7.563,94,27,3
2.231,3.63,5.716,7.441,88,27.05,3
2.129,3.91,5.721,7.79,97,27.05,3
2.162,3.86,5.688,6.82,92,27.1,3
2.201,3.52,5.769,7.76,97,27.15,3
2.229,3.51,5.795,7.91,102,27.15,3
2.118,3.74,5.929,7.947,94,27.2,3
2.187,3.8,5.775,7.629,102,27.2,3
2.417,3.8,5.944,8.886,102,27.2,3
2.321,4.234,5.856,8.461,98,27.2,3
2.141,3.62,5.653,7.807,101,27.2,3
2.214,4.227,5.573,7.622,95,27.2,3
2.211,3.487,5.72,7.92,95,27.2,3
2.273,4.28,5.49,7.932,113,27.2,3
2.244,3.48,5.924,8.116,102,27.2,3
2.367,3.62,5.885,7.597,92,27.15,3
2.44,4.58,5.855,7.392,87,27.15,3
2.541,4.712,5.766,8.509,91,27.15,3
2.343,3.625,5.83,7.639,94,27.15,3
2.538,4.07,5.967,8.331,95,27.1,3
2.575,4.29,6.329,7.405,97,27.1,3
2.466,3.89,6.01,7.292,99,27.1,3
2.314,3.8,6.096,7.867,104,27.1,3
2.388,3.58,6.303,7.848,97,27.1,3
2.297,4.66,5.95,8.864,95,27.1,3
2.165,4.05,5.787,7.569,98,27.1,3
2.278,4.04,5.856,7.545,105,27.15,3
2.307,3.68,5.99,8.529,94,27.15,3
2.419,3.8,6.26,7.867,87,27.15,3
2.347,4,6.373,8.549,95,27.1,3
2.407,3.85,6.122,8.498,97,27.1,3
2.239,3.4,6.073,7.634,101,27.1,3
2.217,3.54,5.915,8.234,108,27.1,3
2.298,3.93,5.983,8.27,85,27.1,3
2.257,3.95,6.272,8.862,87,27.1,3
2.056,3.42,5.903,8.432,87,27.1,3
2.051,4.45,6.053,7.893,95,27.1,3
2.211,3.83,6.392,8.92,88,27.1,3
2.128,3.936,5.97,9.366,88,27.15,3
2.229,3.42,6.35,8.265,92,27.15,3
2.179,3.28,6.22,9.37,88,27.15,3
2.118,3.34,5.996,8.201,78,27.15,3
2.182,3.63,6.209,7.818,80,27.15,3
2.292,3.91,6.364,9.662,87,27.2,3
2.408,3.94,6.625,8.922,81,27.2,3
2.245,3.91,6.226,9.323,91,27.2,3
2.164,3.53,6.22,9.37,83,27.25,3
2.186,3.41,6.326,8.834,81,27.3,3
2.284,3.27,6.363,9.194,80,27.3,3
1.967,3.65,6.093,8.937,88,27.35,3
2.287,3.86,6.509,8.942,85,27.35,3
2.079,3.76,5.945,9.565,87,27.35,3
2.102,3.24,6.157,9.281,84,27.4,3
2.154,3.54,6.202,9.801,84,27.4,3
2.216,3.7,6.477,9.339,84,27.4,3
1.974,3.71,6.384,10.216,85,27.4,3
2.175,4.35,6.283,9.242,80,27.4,3
2.089,4,6.522,9.287,90,27.35,3
2.03,3.66,6.502,10.126,90,27.3,3
1.945,4.2,6.262,10.202,90,27.35,3
1.91,2.75,6.416,8.378,92,27.3,3
1.89,2.94,6.558,9.719,83,27.25,3
1.987,3.41,6.696,10.43,91,27.25,3
2.018,3.35,6.693,9.756,88,27.25,3
1.918,3.36,6.381,9.676,90,27.25,3
1.914,2.74,6.719,10.782,87,27.25,3
1.918,2.96,6.614,10.452,78,27.25,3
1.988,3.27,7.112,9.441,87,27.2,3
1.803,3.24,6.814,9.359,80,27.2,3
1.829,2.97,6.889,9.503,83,27.2,3
2.003,3.252,6.977,10.773,83,27.2,3
2.072,3.17,7.393,10.344,83,27.2,3
1.964,3.87,6.793,9.783,85,27.15,3
1.837,3.53,6.643,9.735,87,27.15,3
2.058,3.03,7.033,9.904,91,27.15,3
2.024,3.25,7.11,10.267,90,27.15,3
2.067,3.26,7.262,9.598,84,27.15,3
2.031,3.12,7.041,9.699,85,27.15,3
2.32,3.83,7.325,10.799,90,27.1,3
2.143,3.91,7.056,9.827,106,27.1,3
2.001,3.18,6.844,10.231,98,27.1,3
2.245,3.94,7.774,10.307,92,27.1,3
2.402,3.58,7.557,9.373,90,27.1,3
2.277,4.1,7.356,10.243,101,27.1,3
2.376,4.05,7.755,10.2,111,27.15,3
2.242,3.75,7.776,10.258,106,27.15,3
2.208,3.9,7.202,9.812,101,27.15,3
2.336,3.27,7.663,9.514,104,27.2,3
2.338,4.38,7.376,9.829,108,27.2,3
2.359,3.26,7.785,9.782,99,27.3,3
2.066,3.72,7.168,9.386,95,27.35,3
2.318,4.28,7.707,10.204,80,27.45,3
2.247,4.4,7.653,11.372,99,27.55,3
2.474,3.76,7.941,10.825,84,27.65,3
2.06,3.39,7.444,9.292,94,27.75,3
2.274,4.28,8.007,10.338,94,27.85,3
2.133,3.39,7.597,11.352,90,27.9,3
2.068,3.33,7.594,10.237,91,27.95,3
2.095,3.83,7.409,9.799,90,27.95,3
2.174,3.84,7.424,10.318,88,27.9,3
2.108,3.46,7.304,9.836,97,27.85,3
1.859,2.97,7.185,10.193,97,27.85,3
1.892,3.12,7.156,9.796,92,27.85,3
2.074,2.95,7.616,10.963,88,27.8,3
2.064,3.5,7.042,10.823,98,27.8,3
1.996,3.58,6.996,9.492,92,27.75,3
1.931,2.82,6.585,10.197,91,27.7,3
1.9,2.91,6.821,10.754,95,27.65,3
1.981,3.6,7.076,10.225,92,27.6,3
2.107,3.24,7.176,10.606,90,27.6,3
2.007,2.8,7.015,11.167,90,27.55,3
1.934,3.2,7.126,10.414,91,27.55,3
1.981,2.92,7.208,10.31,88,27.5,3
1.935,2.81,7.129,11.356,92,27.5,3
2.001,3.54,7.49,10.387,85,27.5,3
1.702,3.16,6.804,10.74,88,27.5,3
1.949,3.14,7.145,10.753,84,27.45,3
1.934,3.16,7.122,10.829,94,27.45,3
1.981,3.1,7.458,10.837,92,27.45,3
1.868,3.53,7.256,11.591,85,27.4,3
1.991,3.09,7.691,10.965,90,27.4,3
2.059,3.2,7.61,11.177,88,27.4,3
2.13,3.66,7.755,11.286,88,27.4,3
1.978,3.36,7.367,10.974,88,27.35,3
2.042,3.41,7.58,10.466,90,27.35,3
2.124,3.5,7.519,10.838,88,27.35,3
2.26,3.38,7.795,10.97,90,27.3,3
2.016,3.99,7.528,11.135,91,27.35,3
1.977,2.96,7.496,10.158,90,27.3,3
2.067,3.61,7.546,10.625,91,27.3,3
1.77,2.67,7.444,8.833,90,27.25,3
1.841,3.19,7.331,9.806,97,27.25,3
1.785,3.17,7.286,10.794,87,27.3,3
1.694,2.48,7.391,10.756,90,27.3,3
1.699,2.85,7.042,10.878,85,27.35,3
1.841,3.03,7.474,10.906,81,27.4,3
1.947,3.33,7.943,10.782,78,27.45,3
1.67,2.66,7.658,9.84,94,27.55,3
1.725,3.84,7.938,11.351,91,27.7,3
1.642,3.15,7.417,10.828,92,27.7,3
1.752,2.59,7.864,10.859,88,27.85,3
1.816,2.9,8.027,9.923,88,27.9,3
1.653,2.88,7.33,10.7,94,27.95,3
1.74,2.98,7.486,10.622,92,27.95,3
1.575,2.61,6.869,10.367,92,27.95,3
1.754,2.62,7.226,10.873,94,28,4
1.837,3.56,7.285,10.795,91,28.05,4
1.813,3.26,7.059,10.769,94,28.05,4
1.594,2.56,6.569,10.531,94,28,4
1.682,3.4,6.475,10.099,92,27.95,3
1.784,2.5,6.893,10.388,92,27.9,3
1.704,2.97,6.878,10.384,91,27.85,3
1.673,3.22,6.617,10.4,94,27.8,3
1.67,2.53,6.598,10.563,97,27.7,3
1.628,2.65,6.244,9.853,92,27.65,3
1.573,2.57,6.086,9.831,104,27.55,3
1.719,2.66,6.288,10.37,99,27.55,3
1.654,2.7,6.021,10.511,92,27.45,3
1.542,2.34,5.953,10.277,97,27.45,3
1.56,2.73,6.167,10.597,90,27.45,3
1.417,3.47,5.853,11.366,102,27.45,3
1.558,2.85,6.189,11.015,105,27.45,3
1.52,2.6,6.091,10.308,99,27.45,3
1.641,2.84,6.87,10.486,102,27.5,3
1.621,2.5,7.016,10.349,99,27.5,3
1.479,2.79,6.479,10.757,104,27.5,3
1.641,2.68,6.673,10.241,95,27.5,3
1.54,2.5,6.216,10.883,106,27.5,3
1.626,2.68,7.02,9.923,95,27.55,3
1.592,2.52,6.737,10.213,95,27.55,3
1.644,2.56,6.77,10.166,92,27.55,3
1.638,2.44,6.974,10.813,94,27.55,3
1.43,2.51,6.414,11.078,99,27.55,3
1.573,2.48,6.443,10.88,91,27.55,3
1.546,2.37,6.833,10.739,94,27.55,3
1.404,2.65,6.575,10.449,101,27.5,3
1.456,2.31,6.894,10.806,101,27.45,3
1.418,2.43,6.517,10.415,94,27.45,3
1.428,2.15,6.809,10.741,99,27.45,3
1.567,2.5,7.029,10.768,104,27.45,3
1.717,2.76,7.398,10.754,95,27.5,3
1.445,2.43,6.774,10.912,101,27.5,3
1.548,2.69,6.89,10.351,99,27.45,3
1.444,2.1,7.1,10.285,95,27.45,3
1.24,1.94,6.132,9.641,94,27.45,3
1.305,2.82,6.178,10.286,98,27.5,3
1.376,2.13,6.422,10.44,98,27.5,3
1.221,2.04,6.175,9.788,111,27.55,3
1.159,1.92,6.08,10.806,101,27.55,3
1.104,2.08,5.599,10.193,105,27.6,3
1.268,2.19,5.885,10.317,106,27.65,3
1.168,2.09,5.208,10.459,108,27.6,3
1.223,2.269,5.088,9.516,115,27.6,3
1.233,2.33,5.052,10.296,101,27.6,3
1.312,2.261,5.127,9.935,112,27.55,3
1.282,2.03,5.107,9.223,112,27.55,3
1.334,1.98,4.758,10.244,102,27.6,3
1.31,2.16,4.819,9.803,106,27.55,3
1.424,2.335,4.916,4.739,115,27.6,3
1.332,2.15,4.551,4.678,105,27.6,3
1.435,2.18,4.709,4.705,113,27.6,3
1.405,2.192,4.558,4.695,18,27.55,3
1.407,2.2,4.714,4.827,115,27.55,3
1.433,2.54,4.617,9.79,104,27.55,3
1.371,2.365,4.623,4.893,21,27.55,3
1.399,2.23,4.904,10.177,22,27.55,3
1.352,2.381,5.067,10.33,109,27.55,3
1.27,2.07,4.845,9.805,102,27.5,3
1.218,1.96,4.678,9.857,102,27.5,3
1.2,1.9,4.817,10.226,97,27.45,3
1.212,1.86,4.851,9.838,101,27.45,3
1.159,1.84,4.735,10.633,106,27.45,3
1.192,1.75,4.785,10.704,102,27.45,3
1.11,1.69,4.752,10.395,99,27.45,3
1.18,2.06,4.883,10.314,99,27.5,3
1.083,1.814,4.581,10.35,102,27.5,3
1.167,2.13,4.601,10.681,104,27.5,3
1.163,2.16,4.665,10.628,94,27.5,3
1.263,2.456,4.872,10.215,102,27.45,3
1.227,1.98,4.613,10.173,97,27.45,3
1.174,2.28,4.554,9.372,106,27.4,3
1.128,1.91,4.862,5.512,102,27.4,3
1.198,1.93,5.268,9.343,32,27.35,3
1.178,2.06,5.123,9.775,102,27.35,3
1.129,2.12,5.274,9.82,94,27.35,3
1.161,1.82,5.56,9.799,92,27.35,3
1.118,1.62,5.498,10.217,92,27.35,3
1.17,2.04,5.689,9.76,84,27.3,3
1.059,1.83,5.463,10.203,95,27.3,3
1.029,1.63,5.475,9.609,87,27.3,3
1.156,1.9,5.993,10.051,92,27.3,3
0.987,1.51,5.581,9.795,94,27.3,3
1.036,1.68,5.747,10.107,94,27.3,3
0.958,1.56,5.419,9.83,90,27.3,3
0.963,1.65,5.051,10.038,92,27.3,3
0.948,1.67,4.788,10.215,94,27.3,3
1.059,1.67,5.014,10.135,83,27.3,3
1.089,1.68,5.282,9.714,94,27.25,3
1.055,1.81,4.829,9.896,83,27.25,3
0.991,1.55,4.81,9.837,85,27.25,3
0.973,1.59,4.881,10.674,84,27.25,3
0.989,1.68,4.973,10.325,94,27.25,3
0.938,1.58,4.775,9.582,88,27.25,3
0.959,1.61,4.668,9.323,90,27.25,3
1.009,1.98,4.665,9.292,83,27.3,3
1.05,1.58,5.032,9.205,85,27.3,3
1.025,1.55,4.814,10.145,85,27.3,3
1.016,1.63,4.735,8.934,78,27.3,3
1.103,1.95,4.756,9.614,87,27.2,3
1.143,2.15,4.795,9.745,102,27.2,3
1.158,1.87,4.841,9.342,98,27.2,3
1.194,1.86,4.623,9.333,91,27.2,3
1.344,2.33,4.451,5.071,95,27.15,3
1.515,2.535,4.855,5.06,140,27.15,3
1.469,2.2,4.848,5.301,146,27.15,3
1.417,2.51,4.801,5.823,140,27.15,3
1.471,2.96,5.069,5.336,147,27.15,3
1.303,2.03,5.067,5.609,146,27.2,3
1.26,2.07,5.123,5.636,143,27.2,3
1.276,2.01,5.41,6.165,135,27.2,3
1.178,1.96,5.425,5.693,132,27.2,3
1.318,2.04,5.363,5.49,115,27.2,3
1.162,2.11,5.319,9.243,140,27.25,3
1.16,1.74,5.268,9.544,142,27.25,3
1.21,1.97,5.201,8.551,108,27.2,3
1.268,2.05,5.191,9.762,111,27.2,3
1.235,1.98,5.114,9.376,116,27.2,3
1.253,2.32,4.911,10.177,112,27.2,3
1.31,2.53,5.185,9.116,126,27.2,3
1.279,2.55,5.069,9.68,98,27.2,3
1.363,2.05,5.189,9.47,129,27.2,3
1.414,2.34,5.259,8.691,123,27.15,3
1.354,2.62,5.163,5.437,119,27.15,3
1.376,2.76,5.175,8.531,108,27.15,3
1.46,2.44,5.332,9.289,113,27.15,3
1.32,2.27,5.009,8.156,119,27.15,3
1.356,2.35,5.046,8.688,122,27.15,3
1.378,2.65,5.145,9.831,123,27.15,3
1.313,2.41,5.1,8.598,118,27.1,3
1.35,2.97,4.889,8.525,113,27.1,3
1.415,2.3,4.939,9.767,118,27.1,3
1.447,2.52,5.112,8.931,112,27.15,3
1.462,2.078,5.025,5.352,135,27.15,3
1.47,2.59,4.919,9.342,139,27.15,3
1.572,2.49,5.26,9.376,118,27.15,3
1.562,2.739,5.157,8.872,116,27.15,3
1.605,2.76,4.984,9.75,116,27.2,3
1.531,2.64,5.111,8.899,118,27.2,3
1.518,2.42,5.034,9.672,120,27.2,3
1.514,2.616,5.19,9.171,119,27.2,3
1.576,2.29,5.286,8.164,115,27.2,3
1.497,2.648,4.886,5.937,118,27.2,3
1.548,2.357,4.98,8.789,125,27.25,3
1.593,2.644,5.091,8.867,113,27.25,3
1.634,2.69,5.137,9.414,118,27.25,3
1.676,3.014,5.124,5.51,119,27.25,3
1.661,2.8,5.081,6.98,120,27.25,3
1.592,2.54,5.401,8.745,133,27.25,3
1.614,3.06,5.017,5.216,116,27.25,3
1.6,2.99,5.058,8.981,137,27.25,3
1.643,2.51,5.226,8.239,111,27.25,3
1.587,2.4,5.016,8.869,116,27.25,3
1.554,2.68,5.077,8.19,113,27.25,3
1.658,2.92,5.205,8.827,101,27.25,3
1.741,2.84,5.463,8.867,108,27.25,3
1.551,2.56,5.268,8.229,113,27.25,3
1.623,2.91,5.325,8.784,112,27.2,3
1.688,2.52,5.561,8.205,115,27.2,3
1.694,3.37,5.411,8.934,116,27.2,3
1.626,2.77,5.508,8.443,111,27.2,3
1.616,2.97,5.293,8.835,116,27.2,3
1.697,2.75,5.418,9.234,116,27.2,3
1.592,2.61,5.635,8.217,111,27.2,3
1.689,2.87,5.647,8.248,120,27.15,3
1.584,2.44,5.643,8.464,113,27.2,3
1.723,3.06,5.822,8.54,111,27.15,3
1.681,2.9,5.82,8.564,115,27.15,3
1.623,2.47,5.829,8.467,115,27.15,3
1.655,2.8,5.85,8.513,122,27.15,3
1.556,2.48,5.582,7.781,116,27.15,3
1.46,2.81,5.497,8.59,113,27.15,3
1.519,2.63,5.7,8.334,120,27.15,3
1.527,2.45,5.832,8.907,116,27.15,3
1.587,2.39,5.815,8.314,113,27.15,3
1.525,2.6,5.631,8.142,113,27.15,3
1.437,2.41,5.55,8.528,112,27.15,3
1.41,2.64,5.207,8.203,113,27.15,3
1.519,2.38,5.738,8.166,118,27.15,3
1.488,2.27,5.781,8.472,109,27.15,3
1.425,2.91,5.601,8.396,115,27.15,3
1.381,2.52,5.604,7.907,115,27.15,3
1.502,2.35,6.049,7.848,115,27.2,3
1.36,2.43,5.529,7.904,112,27.2,3
1.356,1.9,5.809,8.119,113,27.25,3
1.329,1.99,5.97,7.646,109,27.3,3
1.328,2.13,5.814,8.149,111,27.3,3
1.387,2.34,5.774,8.066,112,27.35,3
1.324,2,5.527,8.058,118,27.35,3
1.281,2.07,5.785,8.168,112,27.35,3
1.295,2.23,5.493,7.955,113,27.35,3
1.33,1.91,5.802,8.134,109,27.3,3
1.199,2.09,5.414,8.006,118,27.3,3
1.205,2.07,5.5,7.774,119,27.3,3
1.252,1.96,5.766,7.244,112,27.3,3
1.205,2.09,5.287,7.812,109,27.3,3
1.193,2.02,5.566,8.095,111,27.25,3
1.191,1.88,5.336,7.053,108,27.25,3
1.215,1.87,5.311,7.559,115,27.25,3
1.231,1.88,5.536,7.605,116,27.25,3
1.195,2.05,5.34,7.482,112,27.2,3
1.113,1.85,5.145,7.663,111,27.2,3
1.162,1.99,4.963,7.491,116,27.2,3
1.178,2.13,5.12,7.039,111,27.15,3
1.099,1.71,5.043,8.13,115,27.15,3
1.159,1.91,5.066,7.254,109,27.15,3
1.16,1.89,5.186,7.769,109,27.15,3
1.116,1.83,5.092,7.033,112,27.15,3
1.206,1.98,5.284,7.3,113,27.15,3
1.184,2.47,5.266,7.172,113,27.15,3
1.255,2.38,5.66,7.579,111,27.15,3
1.15,1.88,5.321,7.07,112,27.15,3
1.126,1.77,5.144,7.042,108,27.15,3
1.074,1.86,5.098,7.225,106,27.15,3
1.141,1.94,5.332,7.576,112,27.1,3
1.041,1.72,5.159,7.078,101,27.15,3
1.158,1.93,5.08,7.183,109,27.1,3
1.151,1.96,5.216,7.259,109,27.1,3
1.105,2.11,5.374,7.229,109,27.1,3
1.072,1.66,5.452,7.258,111,27.1,3
1.071,1.82,5.313,7.272,115,27.1,3
1.029,1.67,5.142,7.01,109,27.1,3
1.129,2.04,5.689,7.012,113,27.05,3
1.092,1.83,5.641,7.355,106,27.1,3
1.023,1.88,5.161,7.313,108,27.1,3
0.988,1.71,5.206,6.553,104,27.1,3
1.069,1.87,5.544,7.714,99,27.1,3
1.068,1.96,5.726,7.549,111,27.15,3
1.044,1.85,5.563,7.248,105,27.2,3
1.127,1.79,5.736,6.813,106,27.3,3
1.038,1.92,5.442,6.833,105,27.3,3
0.98,1.53,5.659,7.397,111,27.35,3
1.071,1.82,5.646,7.018,105,27.45,3
0.987,1.68,5.421,7.043,99,27.5,3
0.996,1.55,5.701,6.79,111,27.55,3
1.004,1.69,5.566,6.819,102,27.6,3
1.02,1.64,5.643,7.269,109,27.65,3
0.98,1.82,5.362,7.052,112,27.5,3
0.96,1.51,5.221,6.731,111,27.5,3
0.929,1.46,5.485,6.317,101,27.55,3
0.933,1.53,5.391,7.622,113,27.55,3
0.958,1.48,5.396,6.606,106,27.5,3
0.927,1.63,5.315,7.298,108,27.5,3
0.996,1.73,5.215,6.388,116,27.45,3
0.995,1.56,5.182,6.793,108,27.45,3
0.943,1.55,4.859,7.036,112,27.4,3
0.971,1.62,4.899,6.816,109,27.35,3
0.929,1.43,4.925,6.339,109,27.35,3
0.929,1.51,4.909,7.258,108,27.3,3
0.888,1.52,4.697,6.804,116,27.25,3
0.941,1.47,4.97,7.218,112,27.25,3
0.904,1.83,4.919,6.982,113,27.25,3
0.91,1.4,4.857,6.788,111,27.25,3
0.917,1.4,5.094,6.796,112,27.2,3
0.928,1.51,5.142,7.227,118,27.2,3
0.863,1.31,5.171,6.548,111,27.25,3
0.943,1.54,5.03,7.066,109,27.25,3
0.896,1.56,5.14,6.954,106,27.2,3
0.819,1.19,4.779,6.363,113,27.2,3
0.886,1.8,5.271,7.56,115,27.2,3
0.879,1.51,4.925,7.252,118,27.2,3
0.893,1.56,5.182,7.589,105,27.15,3
0.895,1.4,5.124,7.056,113,27.15,3
0.876,1.43,5.095,6.851,115,27.15,3
0.907,1.65,5.174,6.943,109,27.15,3
0.903,1.58,5.212,6.931,112,27.15,3
0.86,1.51,5.011,6.183,108,27.15,3
0.854,1.37,5.285,7.016,108,27.15,3
0.857,1.33,5.163,7.017,112,27.1,3
0.877,1.43,5.315,6.755,108,27.15,3
0.847,1.32,5.186,6.754,106,27.15,3
0.832,1.31,5.208,7.523,116,27.1,3
0.785,1.41,5.3,7.824,108,27.1,3
0.847,1.36,5.312,7.303,111,27.1,3
0.823,1.49,5.233,5.5,104,27.15,3
0.764,1.19,5.176,7.515,108,27.15,3
0.824,1.2,5.384,7.164,111,27.4,3
0.846,1.4,5.716,6.803,111,27.9,3
0.768,1.31,5.224,5.964,108,27.8,3
0.803,1.2,5.558,6.77,99,27.8,3
0.808,1.35,5.436,6.37,113,27.75,3
0.813,1.22,5.407,6.745,112,27.75,3
0.81,1.14,5.479,6.794,108,27.7,3
0.86,1.46,5.447,6.611,106,27.7,3
0.758,1.26,5.332,6.239,113,27.7,3
0.775,1.64,5.277,6.641,112,27.65,3
0.735,1.27,4.896,5.98,102,27.65,3
0.798,1.23,5.042,6.381,106,27.65,3
0.761,1.4,4.804,5.978,115,27.6,3
0.794,1.28,4.727,6.019,108,27.55,3
0.762,1.33,4.336,6.618,115,27.5,3
0.78,1.41,4.226,5.938,109,27.45,3
0.782,1.44,4.212,6.831,120,27.4,3
0.77,1.33,4.153,6.789,122,27.35,3
0.814,1.21,4.206,6.842,116,27.35,3
0.802,1.47,4.139,6.75,123,27.3,3
0.795,1.42,4.113,6.563,119,27.25,3
0.819,1.61,4.226,6.174,123,27.25,3
0.787,1.32,4.21,5.664,116,27.25,3
0.766,1.57,4.202,6.49,118,27.25,3
0.737,1.15,4.174,6.52,109,27.2,3
0.71,1.37,4.15,7.254,115,27.2,3
0.729,1.18,4.328,6.152,116,27.2,3
0.728,1.24,4.162,6.82,108,27.2,3
0.713,1.03,4.351,6.563,112,27.2,3
0.703,1.17,4.413,6.599,108,27.2,3
0.696,1.21,4.624,6.534,111,27.15,3
0.646,1.16,4.439,6.784,102,27.15,3
0.704,1.06,4.808,7.553,111,27.15,3
0.712,1.29,4.887,7.586,112,27.15,3
0.635,1.18,4.725,6.168,104,27.15,3
0.673,1.07,4.7,6.769,109,27.15,3
0.635,1.22,4.702,7.548,102,27.2,3
0.666,1.01,4.898,6.359,106,27.25,3
0.647,1.12,5.164,6.672,106,27.2,3
0.704,1.15,5.602,8.404,111,27.2,3
0.645,1.04,5.287,8.081,105,27.2,3
0.682,1.07,5.091,7.519,112,27.2,3
0.67,1.22,4.693,6.598,112,27.25,3
0.618,1.2,4.483,7.569,101,27.25,3
0.629,1.09,4.445,7.837,115,27.25,3
0.648,1.15,4.751,8.083,112,27.25,3
0.668,1.18,4.751,7.589,116,27.25,3
0.672,1.14,4.755,7.876,112,27.25,3
0.68,1.29,4.496,7.825,112,27.3,3
0.66,1.16,4.424,8.186,113,27.25,3
0.695,1.14,4.748,8.509,120,27.3,3
0.692,1.07,4.532,8.116,111,27.35,3
0.668,1.28,4.22,7.27,119,27.4,3
0.67,1.25,4.045,7.505,115,27.4,3
0.76,1.46,4.229,8.174,120,27.4,3
0.801,1.37,4.025,7.996,119,27.4,3
0.831,1.38,3.92,7.017,120,27.4,3
0.913,1.63,3.993,7.857,123,27.4,3
